'Código da unidade geográfica;Situação do setor;Logradouro;Número no logradouro;Complemento;Latitude;Longitude;Localidade;Ponto de referência;Espécie de endereço;Tipo de estabelecimento;Indicador de endereço;Identificação domicílio coletivo;Número da quadra;Número da face;CEP
240200605000077;Urbano;RUA GERALDO BARROS DE MEDEIROS;234;ANDAR 1;;;CANUTO E FILHOS;;Domicílio particular;;-;;22;1;59300000
240200605000077;Urbano;RUA GERALDO BARROS DE MEDEIROS;234;SUITE;;;CANUTO E FILHOS;;Domicílio particular;;-;;22;1;59300000
240200605000077;Urbano;RUA BELMONT BEZERRA;41;;;;CANUTO E FILHOS;;Domicílio particular;;-;;22;2;59300000
240200605000077;Urbano;RUA BELMONT BEZERRA;43;;;;CANUTO E FILHOS;;Domicílio particular;;-;;22;2;59300000
240200605000077;Urbano;RUA BELMONT BEZERRA;45;;;;CANUTO E FILHOS;;Domicílio particular;;-;;22;2;59300000
240200605000077;Urbano;RUA BELMONT BEZERRA;47;;;;CANUTO E FILHOS;;Domicílio particular;;-;;22;2;59300000
240200605000077;Urbano;RUA BELMONT BEZERRA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;22;2;59300000
240200605000077;Urbano;RUA BELMONT BEZERRA;51;;;;CANUTO E FILHOS;;Domicílio particular;;-;;22;2;59300000
240200605000077;Urbano;RUA BELMONT BEZERRA;53;;;;CANUTO E FILHOS;;Domicílio particular;;-;;22;2;59300000
240200605000077;Urbano;RUA MAJOR AJAX;SN;;;;CANUTO E FILHOS;;Estabelecimento de ensino;ESCOLA INFANTIL;Único;;22;3;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;16;;;;CANUTO E FILHOS;;Domicílio particular;;-;;22;4;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;422;;;;CANUTO E FILHOS;;Domicílio particular;;-;;4;2;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;332;;;;CANUTO E FILHOS;;Domicílio particular;;-;;5;1;59300000
240200605000077;Urbano;RUA FRANCISCO PEREIRA DIAS;;ARMAZEM;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;ARMAZENS;Único;;7;1;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;21;;;;CANUTO E FILHOS;;Domicílio particular;;-;;21;2;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;21A;;;;CANUTO E FILHOS;;Domicílio particular;;-;;21;2;59300000
240200605000077;Urbano;RUA GERALDO BARROS DE MEDEIROS;210;;;;CANUTO E FILHOS;;Domicílio particular;;-;;21;1;59300000
240200605000077;Urbano;RUA GERALDO BARROS DE MEDEIROS;39;;;;CANUTO E FILHOS;;Domicílio particular;;-;;21;1;59300000
240200605000077;Urbano;RUA GERALDO BARROS DE MEDEIROS;10;;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;QUARTO SEM MORADOR;Único;;21;1;59300000
240200605000077;Urbano;RUA GERALDO BARROS DE MEDEIROS;35;;;;CANUTO E FILHOS;;Domicílio particular;;-;;21;1;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;20;4;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;132A;;;;CANUTO E FILHOS;;Domicílio particular;;-;;20;4;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;132;;;;CANUTO E FILHOS;;Domicílio particular;;-;;20;4;59300000
240200605000077;Urbano;RUA BELMONT BEZERRA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;20;2;59300000
240200605000077;Urbano;RUA BELMONT BEZERRA;73;;;;CANUTO E FILHOS;;Domicílio particular;;-;;20;2;59300000
240200605000077;Urbano;RUA MAJOR AJAX;19;;;;CANUTO E FILHOS;;Domicílio particular;;-;;20;1;59300000
240200605000077;Urbano;RUA MAJOR AJAX;17;;;;CANUTO E FILHOS;;Domicílio particular;;-;;20;1;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;81;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;4;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;83;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;4;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;85;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;4;59300000
240200605000077;Urbano;RUA FRANCISCA ALTIVA DE M SANTOS;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;3;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;2;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;2;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;142;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;2;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;143;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;2;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;2;59300000
240200605000077;Urbano;RUA ADILSON COSTA DE AZEVEDO;162;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;2;59300000
240200605000077;Urbano;RUA MAJOR AJAX;21;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;1;59300000
240200605000077;Urbano;RUA MAJOR AJAX;23;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;1;59300000
240200605000077;Urbano;RUA MAJOR AJAX;25;;;;CANUTO E FILHOS;;Domicílio particular;;-;;19;1;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;151;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;161;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;163;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;4;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;224;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;2;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;222;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;2;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;220;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;2;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;214;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;2;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;212;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;2;59300000
240200605000077;Urbano;RUA FRANCISCA ALTIVA DE M SANTOS;135;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;1;59300000
240200605000077;Urbano;RUA FRANCISCA ALTIVA DE M SANTOS;137;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;1;59300000
240200605000077;Urbano;RUA FRANCISCA ALTIVA DE M SANTOS;139;;;;CANUTO E FILHOS;;Domicílio particular;;-;;18;1;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;17;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;162;;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;VENDER SORVETE;Único;;17;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;164;;;;CANUTO E FILHOS;;Domicílio particular;;-;;17;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;152;;;;CANUTO E FILHOS;;Domicílio particular;;-;;17;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;172;;;;CANUTO E FILHOS;;Domicílio particular;;-;;17;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;177;;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;GARAGEM DO PREDIO 178;Único;;17;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;178B;TERREO;;;CANUTO E FILHOS;;Domicílio particular;;-;;17;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;178A;TERREO;;;CANUTO E FILHOS;;Domicílio particular;;-;;17;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;178D;ANDAR 1;;;CANUTO E FILHOS;;Domicílio particular;;-;;17;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;178C;ANDAR 1;;;CANUTO E FILHOS;;Domicílio particular;;-;;17;2;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;136;;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;SN;;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;PANIFICADORA;Único;;16;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;508;TERREO;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;508;ANDAR 1;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;ESCRITORIO DE VENDAS;Único;;16;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;520;;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;4;59300000
240200605000077;Urbano;TRAVESSA ROSA NOBREGA;5;;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;3;59300000
240200605000077;Urbano;TRAVESSA ROSA NOBREGA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;3;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;525;;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;2;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;521;;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;2;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;495;;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;2;59300000
240200605000077;Urbano;RUA FRANCISCA ALTIVA DE M SANTOS;79A;TERREO;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;1;59300000
240200605000077;Urbano;RUA FRANCISCA ALTIVA DE M SANTOS;79;ANDAR 1;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;1;59300000
240200605000077;Urbano;RUA FRANCISCA ALTIVA DE M SANTOS;75;;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;1;59300000
240200605000077;Urbano;RUA FRANCISCA ALTIVA DE M SANTOS;73;;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;1;59300000
240200605000077;Urbano;RUA FRANCISCA ALTIVA DE M SANTOS;71;;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;1;59300000
240200605000077;Urbano;RUA FRANCISCA ALTIVA DE M SANTOS;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;16;1;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;360;;;;CANUTO E FILHOS;;Domicílio particular;;-;;15;4;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;SN;;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;TRABALHANDO DE MANICURE E PEDCURE;Único;;15;4;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;15;4;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;SN;ANDAR 1;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;BAR SAO JOSE;Único;;15;4;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;72;;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;MERCADINHO SAO JOSE;Único;;15;3;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;70;;;;CANUTO E FILHOS;;Domicílio particular;;-;;15;3;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;15;2;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;530;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;585;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;574;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;555;;;;CANUTO E FILHOS;;Edificação em construção;;-;;14;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;445;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;435;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;425;TERREO;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;425;ANDAR 1;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;4;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;SN;TERREO;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;3;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;412;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;3;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;400;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;2;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;2;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;2;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;2;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;571;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;2;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;573;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;2;59300000
240200605000077;Urbano;TRAVESSA ROSA NOBREGA;SN;;;;CANUTO E FILHOS;;Edificação em construção;;-;;14;1;59300000
240200605000077;Urbano;TRAVESSA ROSA NOBREGA;8;;;;CANUTO E FILHOS;;Domicílio particular;;-;;14;1;59300000
240200605000077;Urbano;TRAVESSA ROSA NOBREGA;SN;;;;CANUTO E FILHOS;;Edificação em construção;;-;;14;1;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;475;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;477;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;531;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;4;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;541;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;4;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;286;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;3;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;275;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;3;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;520;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;2;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;454;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;2;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;508;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;2;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;SN;;;;CANUTO E FILHOS;;Edificação em construção;;-;;13;2;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;1;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;334;;;;CANUTO E FILHOS;;Domicílio particular;;-;;13;1;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;376;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;4;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;461;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;4;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;491;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;4;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;501;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;4;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;398;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;4;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;SN;;;;CANUTO E FILHOS;;Edificação em construção;;-;;12;4;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;396;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;4;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;602;TERREO;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;3;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;602;ANDAR 1;;;CANUTO E FILHOS;;Edificação em construção;;-;;12;3;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;3;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;592A;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;3;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;592C;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;3;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;500;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;522;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;502;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;482;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;472;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;2;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;1;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;419;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;1;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;12;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;SN;;;;CANUTO E FILHOS;;Edificação em construção;;-;;11;3;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;650;;;;CANUTO E FILHOS;;Domicílio particular;;-;;11;3;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;648;;;;CANUTO E FILHOS;;Domicílio particular;;-;;11;3;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;646;;;;CANUTO E FILHOS;;Domicílio particular;;-;;11;3;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;SN;FUNDOS;;;CANUTO E FILHOS;;Domicílio particular;;-;;11;1;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;SN;;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;CLUBE ACASSEC;Único;;11;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;413;;;;CANUTO E FILHOS;;Domicílio particular;;-;;10;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;328;;;;CANUTO E FILHOS;;Domicílio particular;;-;;10;1;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;61;;;;CANUTO E FILHOS;;Domicílio particular;;-;;9;4;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;65;;;;CANUTO E FILHOS;;Domicílio particular;;-;;9;4;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;9;4;59300000
240200605000077;Urbano;RUA FRANCISCO PEREIRA DIAS;22;;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;FABRICA DE CHAPEU;Único;;9;3;59300000
240200605000077;Urbano;RUA FRANCISCO PEREIRA DIAS;22;;;;CANUTO E FILHOS;;Domicílio particular;;-;;9;3;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;622;;;;CANUTO E FILHOS;;Domicílio particular;;-;;9;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;626;;;;CANUTO E FILHOS;;Domicílio particular;;-;;9;2;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;638;;;;CANUTO E FILHOS;;Domicílio particular;;-;;9;2;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;583;;;;CANUTO E FILHOS;;Domicílio particular;;-;;9;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;9;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;615;;;;CANUTO E FILHOS;;Domicílio particular;;-;;9;1;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;738;;;;CANUTO E FILHOS;;Domicílio particular;;-;;8;4;59300000
240200605000077;Urbano;RUA FRANCISCO DANTAS MEDEIROS;1040;;;;CANUTO E FILHOS;;Domicílio particular;;-;;8;4;59300000
240200605000077;Urbano;RUA FRANCISCO PEREIRA DIAS;16;;;;CANUTO E FILHOS;;Domicílio particular;;-;;8;3;59300000
240200605000077;Urbano;RUA FRANCISCO PEREIRA DIAS;18;;;;CANUTO E FILHOS;;Domicílio particular;;-;;8;3;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;77;;;;CANUTO E FILHOS;;Domicílio particular;;-;;8;2;59300000
240200605000077;Urbano;RUA REMIGIO DA NOBREGA;79;;;;CANUTO E FILHOS;;Domicílio particular;;-;;8;2;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;631;;;;CANUTO E FILHOS;;Domicílio particular;;-;;8;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;647;;;;CANUTO E FILHOS;;Domicílio particular;;-;;8;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;8;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;649;;;;CANUTO E FILHOS;;Domicílio particular;;-;;8;1;59300000
240200605000077;Urbano;RUA FRANCISCO PEREIRA DIAS;29;;;;CANUTO E FILHOS;;Domicílio particular;;-;;6;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;5;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;5;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;302;;;;CANUTO E FILHOS;;Domicílio particular;;-;;5;1;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;300;;;;CANUTO E FILHOS;;Domicílio particular;;-;;5;1;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;519;;;;CANUTO E FILHOS;;Domicílio particular;;-;;4;3;59300000
240200605000077;Urbano;RUA ANA EDITE DE MEDEIROS;515;;;;CANUTO E FILHOS;;Domicílio particular;;-;;4;3;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;420;;;;CANUTO E FILHOS;;Domicílio particular;;-;;4;2;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;422;;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;DEPOSITO DE GAS;Único;;4;2;59300000
240200605000077;Urbano;RUA ANTONIO CANDIDO DE ARAUJO;410;;;;CANUTO E FILHOS;;Domicílio particular;;-;;4;2;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;342;;;;CANUTO E FILHOS;;Domicílio particular;;-;;4;1;59300000
240200605000077;Urbano;RUA GUILHERME SOARES PEREIRA;SN;;;;CANUTO E FILHOS;;Domicílio particular;;-;;4;1;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;421;;;;CANUTO E FILHOS;;Domicílio particular;;-;;3;3;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;FUNDOS;;;CANUTO E FILHOS;;Domicílio particular;;-;;3;3;59300000
240200605000077;Urbano;RUA FRANCISCO GODOFREDO FERNANDES;SN;;;;CANUTO E FILHOS;;Estabelecimento de outras finalidades;LIONS CLUBE;Único;;3;3;59300000
240200605000077;Urbano;RUA ARMINDA JULIA DE ARAUJO;358A;;;;CANUTO E FILHOS;;Domicílio particular;;-;;3;1;59300000
